show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Platform
s2669,TV Show,Last Exile,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"September 5, 2017",2003,TV-PG,1 Season,"Action, Adventure, Anime","Claus Valca and Lavie are obsessed with becoming the first sky couriers to cross the Grand Stream in a vanship. But when they encounter a mysterious girl named Alvis, they are thrust into the middle of an endless battle between two countries.",Hulu
s2672,TV Show,Mushi-shi,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"September 5, 2017",2005,TV-14,1 Season,"Action, Adventure, Anime","Ginko, a Mushi master, travels from place to place researching the Mushi and helping people who are suffering because of the Mushi.",Hulu
s2673,TV Show,Nabari no Ou,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"September 5, 2017",2008,TV-14,1 Season,"Action, Adventure, Anime","In the shadows of this modern world, ninjas fight for control of an ancient technique which holds untold strength. This coveted power dwells within apathetic Miharu, a fact the guy really couldn't care less about - until the clashing rival clans bring their battle to him. Now Miharu struggles to understand the mystery buried in his soul, and must choose a side if he hopes to survive.",Hulu
s2674,TV Show,Negima!? Magister Negi Magi,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"September 5, 2017",2007,TV-MA,2 Seasons,"Anime, International","Before Negi Springfield can get his Master’s in magic, the girls of Class 3-A are gonna keep him up cramming for a final exam in will power. Temptation aside, he needs help from his student bodies to drive the ghouls from their school.",Hulu
s2675,TV Show,Nobunagun,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"September 5, 2017",2010,TV-14,1 Season,"Action, Adventure, Anime",Ogura Sio's world changes forever when her trip to Taiwan is interrupted by a monster attack! Her life is spared by the arrival of a clandestine government agency that battles the monsters with weapons possessed by the spirits of historical figures.,Hulu
s2676,TV Show,Samurai 7,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,"Japan, United States","September 5, 2017",2006,TV-PG,1 Season,"Action, Adventure, Anime","A young priestess sets out on a quest to hire Samurai to protect her village from the Nobuseri, a vicious breed of warrior more machine than man. One by one, these men of skill and honor gather to stand between the helpless and the hated.",Hulu
s2681,TV Show,The Sacred Blacksmith,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"September 5, 2017",2009,TV-MA,1 Season,"Anime, International","The bumbling knight Cecily is an unlikely heroine - until the blacksmith Luke comes to her aid, forging magic blades of supernatural strength. Cecily must wield this sacred steel against a cloaked fiend who is unleashing demons upon the land.",Hulu
s2682,TV Show,Tokyo Majin,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"September 5, 2017",2007,TV-MA,1 Season,"Anime, International","A force of supernatural darkness is unleashing the walking dead on Tokyo, and five high school students with extraordinary powers - and nothing in common - must band together to fight the scourge.",Hulu
s2684,TV Show,Tower of Druaga: The Aegis of Uruk,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"September 5, 2017",2008,TV-14,1 Season,"Action, Adventure, Anime","Scaling sixty floors and infested with slimes, dragons and beasts, very few survive the Tower of Druaga. Undertaken by only the bravest swordsmen and wisest sorcerers, those who reach the top must face the demon protecting the mysterious treasure.",Hulu
s2685,TV Show,Tower of Druaga: The Sword of Uruk,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"September 5, 2017",2009,TV-14,1 Season,"Action, Adventure, Anime","Scaling the treacherous Tower of Druaga is a campaign undertaken by only the bravest souls. Jil, a young Guardian, raises his shield to play the role of hero, battling his way up to face the demonic Druaga - protector of the treasured Blue Crystal Rod.",Hulu
s2686,TV Show,Vandread,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"September 5, 2017",2000,TV-14,2 Seasons,"Anime, International, Science Fiction","In the future, the battle of the sexes has turned into a war. Men and women don't just argue - they go for each other's throats. Enter Hibiki, who gets caught in a firefight after stowing away in a mech meant to purge the galaxy of estrogen forever!",Hulu
s2687,TV Show,Witchblade,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,"Japan, United States","September 5, 2017",2006,TV-MA,1 Season,"Action, Adventure, Anime","Masane's fate is altered after uniting with the Witchblade, an ancient weapon of ecstasy and pain that penetrates the body and mind. Forced into the service of the Doji Group and hunted by the NSWF, Masane's greatest battle will be for her soul.",Hulu
s2688,TV Show,WWE Superstars,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"September 5, 2017",2009,TV-PG,3 Seasons,Sports,"Featuring exclusive matches from the Superstars of RAW, along with action-packed recaps of what occurred earlier in the week on RAW.",Hulu
s2689,TV Show,XxxHolic,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"September 5, 2017",2006,TV-PG,1 Season,"Anime, Drama, Horror","There is no such thing as coincidence, there is only the inevitable…
Watanuki has been haunted by dark spirits his entire life, a curse flowing through his bloodline preventing peace.",Hulu
s2690,TV Show,How I Met Your Mother,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"September 1, 2017",2005,TV-MA,9 Seasons,"Comedy, Sitcom","A half-hour comedy series about Ted and how he fell in love. It all started when Ted’s best friend, Marshall, drops the bombshell that he’s going to propose to his long-time girlfriend, Lily, a kindergarten teacher. At that moment, Ted realizes that he had better get a move on if he hopes to find true love, too.",Hulu
s2695,TV Show,Generation Kill,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"August 19, 2017",2008,TV-MA,1 Season,"Action, Adventure, Drama",This seven-part HBO miniseries focuses on the first 40 days of the war in Iraq as seen through the eyes of an elite group of U.S. Marines.,Hulu
s2697,TV Show,Regular Show,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"August 16, 2017",2010,TV-PG,8 Seasons,"Cartoons, Comedy, Family","Mordecai – a sarcastic blue jay, and Rigby – a somewhat responsible raccoon, are best friends. They even work together at a park owned by Pops, a big lollipop-headed guy. Which seems normal enough. They’ve got a cranky gumball machine for a boss and they work alongside a Zen-like yeti named Skips. Yep. Everything is as regular as can be.",Hulu
s2705,TV Show,Raising Hope,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"July 19, 2017",2010,TV-14,4 Seasons,"Comedy, Sitcom",RAISING HOPE follows the adventures of the lovingly dysfunctional Chance family.,Hulu
s2707,TV Show,The Cleveland Show,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"July 11, 2017",2009,TV-14,4 Seasons,"Adult Animation, Black Stories, Comedy","Everyone's favorite soft-spoken neighbor Cleveland Brown moves to his hometown in Virginia with his 14-year old son, Cleveland JR. Many years ago, Cleveland was a high school student madly in love with a beautiful girl named Donna. Much to his dismay, his love went unrequited, and Donna wound up marrying another man. Cleveland once told Donna he would always love her, and if this man ever done her wrong, he'd be there when she called. Well, this man done her wrong.",Hulu
s2724,TV Show,DCI Banks,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United Kingdom,"May 1, 2017",2010,TV-MA,5 Seasons,"Crime, Drama, International",Stephen Tompkinson and Andrea Lowe star as Chief Inspector Alan Banks and feisty Detective Sergeant Annie Cabbot in thrilling crime stories set in Yorkshire.,Hulu
s2729,Movie,John Ford Goes To War,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,"Canada, United States","April 21, 2017",2002,TV-PG,56 min,"Action, Adventure, Documentaries","The story of the making of legendary director John Ford's two Oscar-winning short films - ""The Battle of Midway"" (1942) and ""December 7"" (1943) - produced for the Army during World War II. A Starz Original production.",Hulu
s2731,TV Show,The Shield,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"April 6, 2017",2002,TV-MA,7 Seasons,"Crime, Drama, Mystery","Breaking the conventional formula of the cop genre, THE SHIELD plays out in a tough, morally ambiguous world in which the line between good and bad is crossed every day. It focuses on the tension between a group of corrupt but effective cops led by Detective Vic Mackey, a captain with the burden of bringing them down as well as reducing crime in her district, and a City Councilman out for his own political gain.",Hulu
s2741,TV Show,A Certain Magical Index,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"March 17, 2017",2008,TV-14,2 Seasons,"Adventure, Anime","In a world where magic is as real as science, high-school student Kamijo comes to the aid of a young nun named Index. She's on the run from a magic society that covets the massive library of forbidden knowledge stored in her memory.",Hulu
s2745,TV Show,Spice and Wolf,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"March 17, 2017",2008,TV-MA,2 Seasons,"Anime, International","A traveling merchant, finds a girl with the ears and tail of a wolf asleep in his cart. She is Holo, a harvest goddess with an untamed beast lurking inside. Armed with his street smarts and her animal instincts, they will journey through the countryside.",Hulu
s2746,TV Show,Tenchi Muyo! War on Geminar,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"March 17, 2017",2009,TV-MA,1 Season,"Action, Adventure, Anime","From the creators of Tenchi Muyo! Young Kenshi Masaki suddenly finds himself transported to the world of Geminar where he's caught between a beautiful princess, a violent civil war, and a hoard of gorgeous girls who are dying to get their hands on him!",Hulu
s2749,TV Show,The Wallflower,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"March 17, 2017",2006,TV-MA,1 Season,"Action, Adventure, Anime",Four handsome boys are confronted with a horrifying challenge: transform their benefactor's niece - a paranoid goth girl with a horror movie obsession - into a beautiful lady or start paying rent!,Hulu
s2757,TV Show,Mobile Suit Gundam 00,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"February 20, 2017",2007,TV-MA,2 Seasons,"Action, Adventure, Anime","It is 2301, and the Kurdish Republic is fighting against the forces of Azadistan. A number of MSER-04 Anfs go against Workloader and small ground forces, mostly child guerrillas. The battle follows a young boy and his struggle to survive. A man's voice is broadcasted across the battlefield, declaring that they are fighting for God and will destroy all who do not follow tradition.",Hulu
s2758,TV Show,Mobile Suit Gundam SEED Remaster,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"February 20, 2017",2002,TV-MA,1 Season,"Action, Adventure, Anime","In Cosmic Era (C.E.) 70... The tensions mounted between the Earth Alliance and the ZAFT Forces caused by the 'Bloody Valentine' tragedy have erupted into an all-out war. The Earth Alliance's mobile armor forces and tanks launch...mobile suits are destroyed one after another... It seemed a foregone conclusion that the Earth Alliance, with its superior numbers, would be victorious. But this initial assessment proved to be false. Almost 11 months have passed since the conflict began, with no end in sight.",Hulu
s2777,TV Show,Desperate Housewives,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"December 22, 2016",2004,TV-14,8 Seasons,Drama,"ABC's Desperate Housewives offers a deliciously juicy glimpse into the lives of everyone's favorite housewives. On the surface, the ladies of Wisteria Lane appear to be the picture of suburban America. But underneath lay bigger mysteries - infidelity, deceit, blackmail, and even murder. And with not-so-honest husbands, complicated relationships, family drama and meddling neighbors adding to the turmoil, it's no wonder things aren't always as they seem.",Hulu
s2785,TV Show,Smallville,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,"United States, Canada","October 1, 2016",2001,TV-14,10 Seasons,"Action, Adventure, Drama","After a meteor shower bursts from the heavens, raining destruction on the unsuspecting citizens of Smallville, years pass, and the healing process leaves the town's inhabitants with scars and secrets. From the ashes of tragedy, a popular yet awkward teen attempts to decipher the meaning of his life and his clouded past.",Hulu
s2788,TV Show,Blue Bloods en Español,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United Kingdom,"August 15, 2016",2010,TV-14,6 Seasons,"Drama, Latino",Blue Bloods es un drama sobre una familia multi-generacional de la policía dedicada a la ciudad de Nueva York la policía.,Hulu
s2789,TV Show,Community,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"August 15, 2016",2009,TV-14,6 Seasons,"Comedy, Sitcom","Disbarred lawyer Jeff Winger enrolls in a local community college. While there, he forms a study group who eventually learn more about themselves than their course work.",Hulu
s2791,TV Show,The Amazing Race,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"August 15, 2016",2001,TV-PG,29 Seasons,"Action, Adventure, Family","From athletes and actors to tattoo artists, social workers and musicians - a diverse mix of teams will need to utilize their street smarts and savvy know-how to compete in the race of their lifetime. Multiple Emmy-award winner for Outstanding Reality-Competition Program.",Hulu
s2792,TV Show,Undercover Boss,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"August 15, 2016",2010,TV-PG,7 Seasons,"Family, Reality","A two-time Emmy-nominated reality series that follows high-level corporate executives as they slip anonymously into the rank-and-file of their own companies. Each week, a different executive will leave the comfort of their corner office for an undercover mission to examine the inner workings of their corporation.",Hulu
s2794,TV Show,My Strange Addiction,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"July 1, 2016",2010,TV-PG,3 Seasons,"Documentaries, Health & Wellness, Reality",My Strange Addiction delves into the human psyche exploring the odd things people will do to ease anxieties.,Hulu
s2802,TV Show,Bakuman,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"May 1, 2016",2010,TV-14,3 Seasons,"Anime, Comedy, Drama","The creators of Death Note return with this inspiring tale about the power of dreams. Students Mashiro and Takagi aspire to become professional manga artists. As they team up to pursue their goal, the pair learns what it takes to make it in the manga industry, sharing laughs, tears, romance, the devastation of failure and the glory of success along the way.",Hulu
s2803,TV Show,Being Erica,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Canada,"May 1, 2016",2009,TV-14,4 Seasons,"Comedy, Drama, International","After landing herself in the hospital, Erica enlists the help of a therapist who seems to know all about her. With the help of Dr. Tom, Erica is able to go back in time and change things in her past - so that her present life might turn out better.",Hulu
s2805,TV Show,Epitafios,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United Kingdom,"May 1, 2016",2005,TV-MA,2 Seasons,"Crime, Drama, Latino",A former cop and his psychiatrist ex-lover must team up in the hunt for a serial killer who is linked to their past in this series.,Hulu
s2807,TV Show,Jane Eyre (2006),"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,"United Kingdom, United States","May 1, 2016",2006,TV-PG,1 Season,"Drama, History, International","The classic saga is brought vibrantly to life in this lavish and passionate adaptation of Charlotte Bronte's novel. After a wretched childhood as an orphan, Jane Eyre falls in love with the brooding Mr. Rochester and discovers the dark secrets of his past.",Hulu
s2808,TV Show,The Mighty Boosh,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United Kingdom,"May 1, 2016",2004,TV-14,3 Seasons,"Comedy, International","The Mighty Boosh is a multi-award-winning, bizarre comic fantasy with music, pop culture, animated sequences, puppets and special effects. The show follows Vince Noir and Howard Moon as they dream of a better life. These dreams are constantly frustrated by a string of wacky events and characters. A wild journey in the Artic Tundra and a run-in with a funky merman are just a few of the adventures that make Mighty Boosh unlike any show on television.",Hulu
s2815,TV Show,Curious George,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"March 31, 2016",2006,TV-Y,9 Seasons,"Cartoons, Comedy, Kids","For nearly 65 years, generations of young children have been charmed by the literary adventures of Curious George. Now George is ready for his next big adventure! Based on the best-selling Curious George books by Margret and H.A. Rey, the series expands George’s world to include a host of colorful new characters and original locales, while maintaining the charm of the beloved books. The series aims to inspire kids to explore science, math, and engineering in the world around them.",Hulu
s2816,TV Show,Jorge el Curioso,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"March 31, 2016",2006,TV-G,9 Seasons,"Adventure, Kids, Latino","Durante casi 65 años, a generaciones de niños pequeños les han encantado las aventuras literarias de Jorge el Curioso. ¡Ahora Jorge está listo para su siguiente gran aventura! Basada en los exitosos libros de Jorge el Curioso de Margret y H. A. Rey, y narrada por el actor William H. Macy (“Seabiscuit” y “Pleasantville”), la serie amplía el mundo de Jorge para incluir una multitud de personajes pintorescos nuevos y lugares originales sin perder el encanto de los libros tan queridos. La serie pretende inspirar a los niños a explorar las ciencias, las matemáticas y la ingeniería del mundo que los rodea.",Hulu
s2818,TV Show,Naruto Shippuden,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"March 10, 2016",2007,TV-14,9 Seasons,"Adventure, Anime, International","The Village Hidden in the Leaves is home to the stealthiest ninja in the land. But twelve years earlier, a fearsome Nine-tailed Fox terrorized the village before it was subdued and its spirit sealed within the body of a baby boy. Now that boy, Naruto, has grown up to become a hyperactive ninja-in-training who's more interested in pranks than schoolwork...but Naruto is determined to become the greatest ninja ever!",Hulu
s2824,TV Show,Project Greenlight,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"January 26, 2016",2001,TV-MA,1 Season,"Documentaries, Reality",From Ben Affleck and Matt Damon comes this innovative series in which aspiring filmmakers win the chance to make a movie.,Hulu
s2834,TV Show,Special A,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"January 15, 2016",2008,TV-14,1 Season,"Anime, Comedy, Drama","Hikari Hanazono was the best at everything, so when she challenged Kei Takishima to a wrestling match, she naturally assumed she would win. She lost; he won; and the natural order was disrupted. Ever since, Hikari’s entire life has been structured around beating Kei at SOMETHING. Try as she might, Hikari always comes up short.",Hulu
s2835,Movie,Tears to Tiara,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"January 15, 2016",2009,1 Season,1 Season,"Anime, International, Romance","In a strange dark age, the Divine Empire’s path of conquest seems unstoppable, endlessly devouring its weaker neighbors in a brutal cycle of subjugation and pillage. But when a savage priest makes a critical mistake while attempting to resurrect a Demon Lord, the scales of fate begin to tip in the other direction! Choosing to side instead with the priest’s intended sacrifice, the Gaelic Priestess Riannon, the resurrected Lord Arawn joins with Riannon and her brother Arthur, as together they begin to assemble the force that will bring the Divine Empire to its knees! Wizards, archers, sword masters and even pixies take arms as the ancient Celtic, Gaelic, British and Roman myths of Albion receive a spectacular new animated interpretation in TEARS TO TIARA!",Hulu
s2838,TV Show,El Perro y El Gato,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"January 1, 2016",2006,TV-Y7,1 Season,"Family, Kids, Latino",An energetic dog and a laid-back cat teach pre-schoolers vocabulary in both English and Spanish in this fun animated series.,Hulu
s2840,TV Show,Rosario + Vampire,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"December 31, 2015",2008,TV-MA,1 Season,"Action, Adventure, Anime","Tsukune's grades are keeping him out of the schools he wants to attend. When one finally lets him in, all of the other students are hiding supernatural secrets beneath their human disguises! That's when he meets Moka, a beautiful vampire!",Hulu
s2844,TV Show,The Millionaire Matchmaker,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"December 7, 2015",2008,TV-14,1 Season,"Reality, Romance",The founder of an elite matchmaking service in Los Angeles helps wealthy men find the women of their dreams.,Hulu
s2849,TV Show,The Guardian,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"November 6, 2015",2001,TV-PG,3 Seasons,Drama,Nick Fallin is a young yet powerful attorney who must perform community service as a child advocate.,Hulu
s2851,TV Show,Noragami,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"October 19, 2015",2010,TV-14,2 Seasons,"Action, Adventure, Anime","Yato may be a minor god, but he's got a plan to make it big. Unfortunately, things just don't seem to be going his way. He doesn't have a single shrine dedicated to him, his partner has just quit, and now he's got to find a new divine weapon.",Hulu
s2857,TV Show,Drake & Josh,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"October 6, 2015",2004,TV-Y7,4 Seasons,"Comedy, Family, Kids","While Drake is laid back and goes with the flow, Josh lives strictly by the rules! But when Josh's dad and Drake's mom get married, these two totally opposite boys become stepbrothers!",Hulu
s2858,TV Show,Jersey Shore,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"October 6, 2015",2009,TV-14,6 Seasons,"Reality, Teen","Young adults move into a summer share to indulge in everything Seaside Heights, New Jersey has to offer. Jersey Shore uncovers sometimes surprising, often hilarious and usually over-the-top personalities.",Hulu
s2863,TV Show,ItaKiss,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"August 20, 2015",2008,TV-G,1 Season,"Anime, Comedy","In the romantic comedy story, a high school girl named Kotoko finally tells a fellow senior named Naoki that she has loved him from afar since she saw him on their first day of high school. However, Naoki, a haughty ""super-ikemen"" (handsome male) with smarts and sports talent, rejects her offhand. Fate intervenes when a mild earthquake ruins Kotoko's family house. While the house gets rebuilt, Kotoko and her dad stay at the home of her dad's childhood friend...whose son is Naoki.",Hulu
s2868,TV Show,Junjo Romantica,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"July 22, 2015",2008,TV-MA,1 Season,"Anime, Drama, International","Misaki has a lot to worry about. He's trying to get into the prestigious Mitsuhashi University, though his grades are less than stellar. Also, his new tutor is the famous author Akihiko Usami, a moody, pushy man who's giving him some shockingly sexual advances. But the biggest problem of all is that Akihiko is using a pen name to write explicit boy's love novels starring himself and Misaki's brother!",Hulu
s2879,TV Show,The Green Room With Paul Provenza,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,Japan,"July 6, 2015",2010,TV-MA,2 Seasons,Comedy,"Paul Provenza invites some of the biggest names in stand-up to sit down and try to beat each other to the punch line. Whether it's politics, race, sex or money, no topic is off limits in The Green Room.",Hulu
s2887,TV Show,Ben 10 (2005),"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"May 1, 2015",2005,TV-Y7,4 Seasons,"Adventure, Cartoons, Kids","Now, with the Omnitrix, Ben can transform into any of 10 alien heroes – each with their own special powers. And Ben is going to need all the powers he can get if he is going to save the world from Vilgax and his evil alien forces.",Hulu
s2888,Movie,Ben 10: Secret of the Omnitrix,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"May 1, 2015",2007,TV-Y7,71 min,"Action, Adventure, Family","In a battle with Animo, Ben in hero mode, doesn't listen to reason from Max and Gwen, and gets engulfed in a weird energy light. Little does Ben know that the ""self destruct"" function on the Omnitrix has just been initiated!",Hulu
s2889,TV Show,Foster's Home for Imaginary Friends,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"May 1, 2015",2004,TV-G,6 Seasons,"Cartoons, Kids","What happens when children outgrow their imaginary friends? They take them to Madame Foster’s Home for Imaginary Friends, a vast Victorian mansion with endless rooms and hundreds of thought-up playmates. Follow the adventures of eight-year-old Mac and his imaginary friend Bloo in world where imaginary friends actually come to life.",Hulu
s2890,TV Show,Sons of Anarchy,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,United States,"April 25, 2015",2008,TV-MA,7 Seasons,"Action, Crime, Drama","Sons of Anarchy is an adrenalized drama with darkly comedic undertones about a notorious outlaw motorcycle club intent on protecting their sheltered small town against encroaching drug dealers, corporate developers and overzealous law officers. The club is equally determined to protect their ruthless and illegally thriving arms business. Charlie Hunnam stars as Jackson 'Jax' Teller, a man whose love for the brotherhood is tested by his growing apprehension for its lawlessness. Katey Sagal stars as Gemma Teller Morrow, Jax's force-of-nature mother, who along with Ron Perlman as Clarance 'Clay' Morrow, Jax's stepfather and MC president, have their own darker vision for the club. An FX Networks Original Series.",Hulu
s2894,TV Show,CSI: Crime Scene Investigation,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,"United States, Canada","April 7, 2015",2000,TV-14,16 Seasons,"Crime, Drama, Mystery","""CSI: Crime Scene Investigation"" is a fast-paced drama about a team of forensic investigators trained to solve crimes by examining the evidence. They are on the case 24/7, scouring the scene, collecting the irrefutable evidence and finding the missing pieces that will solve the mystery.",Hulu
s2895,TV Show,CSI: Crime Scene Investigation (Español),"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,"United States, Canada","April 7, 2015",2000,TV-14,16 Seasons,"Crime, Drama, Latino","Situado en las arenosas calles de Las Vegas, CSI rastrea la acción con un equipo de inteligente investigadores forenses.",Hulu
s2899,Movie,The Other Man,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",,"United Kingdom, United States","February 3, 2015",2008,R,88 min,"Drama, Mystery, Thriller","A taut thriller, The Other Man is an intimate tale of a man who discovers his wife's infidelity and sets out to track down his rival. Driven to pursue the mystery surrounding his wife’s adultery, Liam Neeson embarks on a global pursuit with a haunted passion that begins to probe the nature not simply of jealousy, but of loss and forgiveness. The film is beautifully shot on location in Milan and Lake Como as well as in London and Ely by renowned cinematographer Harris Zambarloukos (Mama Mia!, Heart in the Sand.)",Hulu
